feature1,feature2,target
3.745401188473625,0.15714592843367126,32.10158230771439
9.50714306409916,3.182052056318902,4.206998249752441
7.319939418114051,1.5717799053816335,8.081435704730689
5.986584841970366,2.542853455823514,44.927709426353964
1.5601864044243652,4.537832369630465,30.321452982979498
1.5599452033620265,1.2464611457443748,0.4598525808314824
0.5808361216819946,2.0519146151781484,5.0735771433016055
8.661761457749352,3.7777556927152434,33.17508845540279
6.011150117432088,1.1439908274581123,0.25307919231093434
7.080725777960454,0.38489954914396496,8.040402570874933
0.20584494295802447,1.4487572645688402,27.436689468329305
9.699098521619943,0.8061064362700221,34.59475988463466
8.324426408004218,4.648488261712865,32.59806297513003
2.1233911067827616,4.040601897822085,11.21346547302799
1.8182496720710062,3.1670187825521174,35.6089610673768
1.8340450985343382,4.357302950938589,11.862454374840004
3.0424224295953772,4.018360384495573,16.269984907963387
5.247564316322379,0.9328502944301792,37.32457025590121
4.319450186421157,4.462794992449889,32.48164495236073
2.9122914019804194,2.6967112095782535,42.4611705247089
6.118528947223795,4.037200775820312,32.88064461501717
1.3949386065204183,4.480456499617466,28.415430166773582
2.9214464853521815,1.5900173748593194,4.683738391404624
3.663618432936917,0.5502596226383838,18.385790152971676
4.56069984217036,1.1396758127097084,13.260118384086272
7.851759613930136,2.1355389431312815,12.199482168954178
1.9967378215835974,4.090073829612465,48.65052773762228
5.142344384136116,4.303652916281717,19.65488623333802
5.924145688620425,0.03476065265595352,44.602327758855665
0.46450412719997725,2.553736512887829,31.556931299863145
6.075448519014383,2.087055015743895,39.74056517708242
1.7052412368729153,1.1105390523536514,25.131854655259605
0.6505159298527952,0.599326836668414,28.845194231317954
9.488855372533333,1.6880758570181398,24.625884690943195
9.656320330745594,4.714548519562596,9.762149389902225
8.08397348116461,1.6160146601037761,36.12260576307526
3.0461376917337066,2.5939531087168306,14.03861812204279
0.9767211400638387,3.515094794475889,1.215798321572692
6.842330265121569,1.81814801189647,32.27361479535839
4.4015249373960135,4.858910413604804,8.855533970352447
1.2203823484477883,4.812236474710556,47.02292921764572
4.951769101112702,1.2589114791268208,47.696428850129365
0.34388521115218396,2.4862425294619275,45.743219511022424
9.093204020787821,1.5043915490838482,18.50793501277222
2.587799816000169,1.424202471887338,0.7728308264433714
6.62522284353982,0.18443473677266398,46.415928129386266
3.1171107608941098,3.047821669899484,21.409207415865716
5.200680211778108,2.5133951161443076,48.33274095218348
5.4671027934327965,0.25739375624994676,48.18099885446264
1.8485445552552704,1.3932323211830573,42.650472773368
9.695846277645586,4.541329429833269,14.722444603479284
7.7513282336111455,1.197809453334862,19.254886430096263
9.394989415641891,0.7244743604561155,42.556833575842845
8.948273504276488,2.447263801387815,15.846100257813884
5.978999788110851,4.928252270553004,8.474637334304624
9.218742350231167,1.2102763575575022,27.840063122917506
0.884925020519195,3.360677737029393,46.80773870803905
1.959828624191452,3.8080980766435877,34.80148983374865
0.45227288910538066,1.1881877199619983,28.50305850446825
3.2533033076326436,3.641081743059298,4.8588246885384265
3.8867728968948203,1.838915663596266,30.750361334958487
2.713490317738959,3.1615291529678973,49.50269250521316
8.287375091519294,3.1676485538044736,7.004200761826201
3.567533266935893,2.6788734203737925,25.916482618186837
2.8093450968738076,0.4514488502720415,43.86865359639777
5.426960831582485,4.17651247794619,37.03843088771022
1.4092422497476265,1.6039003248586792,34.8507870497634
8.021969807540398,0.9325925519992712,35.12420419935546
0.7455064367977082,0.20387570777381958,17.97455756098776
9.868869366005173,2.954464715941209,14.679592213224668
7.722447692966574,3.3878218092114123,40.46805777392568
1.987156815341724,0.08293914463928076,40.50566973395904
0.05522117123602399,2.560465291496405,43.35361592900519
8.154614284548341,1.1324788759896898,45.66202762782356
7.068573438476172,3.2258639520472494,25.56711994304689
7.2900716804098735,0.8718321450249572,25.07581473435998
7.712703466859457,3.45468869051233,39.91475894833876
0.7404465173409036,1.933676731502687,32.49819653888826
3.5846572854427263,4.6836499436836725,35.098343862885166
1.1586905952512971,0.6876047207299663,39.789633471805054
8.631034258755935,1.7053317552512925,44.50026709087832
6.232981268275579,0.5673676062029454,16.89975784257679
3.308980248526492,4.623468091392814,18.7791476319972
0.6355835028602363,4.386696766904905,4.69909699204345
3.109823217156622,1.289708138575778,28.9140070498087
3.2518332202674705,3.299920230170895,1.7971136898371043
7.29606178338064,4.0861110010060795,23.27990090662301
6.3755747135521315,2.7760040579973118,27.13223173537883
8.872127425763265,2.6482528917800323,14.32706260641422
4.722149251619493,1.2092614545022584,29.541663028450536
1.195942459383017,0.46551383902949606,1.5250124969524714
7.13244787222995,4.486078789766633,1.8674094374607209
7.607850486168974,4.502090285816652,41.13002803298291
5.612771975694963,3.16550728636634,18.009532070563143
7.70967179954561,1.6951489552435035,6.353025632594239
4.937955963643907,1.7460478730633044,26.112163002740218
5.227328293819941,3.629778394351197,38.499677654930544
4.275410183585496,4.485551299762886,10.791051374842159
0.2541912674409519,4.4354321213255865,31.144523790950014
1.0789142699330445,3.899377729288119,4.2673732496884
